"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101207 ,2010-12-07,099741 ,CME ,00 ,099 ,  236446,   69832,   36551,   30626,   23282,   22958,    2673,   17736,   49000,   22721,   12736,    6482,    5790,  185396,  176802,   51050,   59643,  -56015,    9963,  -17763,   -1784,   -2824,   -1161,    -495,  -15292,    2137,  -19069,   -1554,   -8426,   -7881,  -38938,  -54444,  -17077,   -1571,  100.0,   29.5,   15.5,   13.0,    9.8,    9.7,    1.1,    7.5,   20.7,    9.6,    5.4,    2.7,    2.4,   78.4,   74.8,   21.6,   25.2,    164,     22,     16,     18,     14,     16,     11,     28,     46,     35,      9,     13,     12,    114,    126,    21.8,    18.1,    31.5,    25.7,    19.4,    15.5,    28.2,    21.4,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101130 ,2010-11-30,099741 ,CME ,00 ,099 ,  292460,   59869,   54315,   32410,   26106,   24119,    3168,   33027,   46863,   41791,   14290,   14908,   13671,  224333,  231246,   68127,   61214,   38458,      73,     -76,    6454,     953,    2326,     564,   11796,    -462,    8994,   -3992,    3080,    3701,   28543,   24581,    9915,   13877,  100.0,   20.5,   18.6,   11.1,    8.9,    8.2,    1.1,   11.3,   16.0,   14.3,    4.9,    5.1,    4.7,   76.7,   79.1,   23.3,   20.9,    188,     20,     18,     19,     18,     17,     11,     37,     48,     46,     17,     12,     18,    135,    147,    17.3,    18.8,    26.4,    28.0,    15.0,    18.0,    22.2,    23.7,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101123 ,2010-11-23,099741 ,CME ,00 ,099 ,  254002,   59796,   54391,   25957,   25153,   21793,    2604,   21231,   47325,   32797,   18282,   11828,    9971,  195791,  206665,   58212,   47338,   -2365,    7924,  -11574,    2205,     425,    1251,    -198,  -11561,    4161,    1759,   -1002,    3775,    2554,    2107,    3933,   -4471,   -6298,  100.0,   23.5,   21.4,   10.2,    9.9,    8.6,    1.0,    8.4,   18.6,   12.9,    7.2,    4.7,    3.9,   77.1,   81.4,   22.9,   18.6,    183,     22,     19,     17,     18,     15,      9,     30,     57,     42,      9,     13,     13,    123,    141,    19.4,    20.8,    28.5,    28.9,    16.6,    19.0,    24.2,    24.4,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101116 ,2010-11-16,099741 ,CME ,00 ,099 ,  256367,   51872,   65964,   23752,   24727,   20542,    2802,   32792,   43164,   31038,   19284,    8053,    7417,  193684,  202731,   62683,   53635,   -3297,     543,  -18396,    2998,   -1753,    3037,      36,   -1672,    2354,    1334,   -3412,    2267,    1577,    -348,   -4792,   -2949,    1495,  100.0,   20.2,   25.7,    9.3,    9.6,    8.0,    1.1,   12.8,   16.8,   12.1,    7.5,    3.1,    2.9,   75.5,   79.1,   24.5,   20.9,    176,     22,     16,     18,     18,     15,      8,     32,     52,     39,     14,      7,     13,    122,    132,    17.8,    24.8,    26.9,    32.1,    16.9,    23.3,    24.7,    28.5,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101109 ,2010-11-09,099741 ,CME ,00 ,099 ,  259664,   51329,   84360,   20754,   26480,   17505,    2766,   34464,   40810,   29703,   22695,    5786,    5839,  194032,  207524,   65632,   52140,  -25561,   -2491,   -3623,   -8333,     816,   -2411,     616,   -9272,    6599,   -9380,    4917,    -864,   -3067,  -26193,  -20462,     632,   -5099,  100.0,   19.8,   32.5,    8.0,   10.2,    6.7,    1.1,   13.3,   15.7,   11.4,    8.7,    2.2,    2.2,   74.7,   79.9,   25.3,   20.1,    176,     22,     17,     17,     18,     14,      7,     37,     45,     37,     13,     10,     11,    124,    124,    17.3,    30.1,    26.7,    36.9,    16.3,    28.7,    24.0,    33.5,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101102 ,2010-11-02,099741 ,CME ,00 ,099 ,  285225,   53820,   87984,   29087,   25664,   19916,    2150,   43736,   34211,   39083,   17779,    6650,    8906,  220225,  227986,   65000,   57239,    3357,   -2202,   -9855,    2426,    1729,   -1276,    -151,   -1574,    5064,    2285,   -1501,    1817,     632,    1644,     942,    1713,    2415,  100.0,   18.9,   30.8,   10.2,    9.0,    7.0,    0.8,   15.3,   12.0,   13.7,    6.2,    2.3,    3.1,   77.2,   79.9,   22.8,   20.1,    185,     20,     17,     17,     18,     15,      6,     39,     49,     47,     13,     14,     16,    136,    135,    17.0,    29.6,    27.0,    38.4,    15.1,    26.9,    22.3,    31.2,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101026 ,2010-10-26,099741 ,CME ,00 ,099 ,  281868,   56022,   97839,   26661,   23935,   21192,    2301,   45310,   29147,   36797,   19279,    4833,    8274,  218581,  227044,   63287,   54824,   -6200,   -1380,  -13333,    2355,     126,   -1997,      17,   -3644,    4002,    3123,   -1700,   -1222,     545,    -558,   -6510,   -5642,     309,  100.0,   19.9,   34.7,    9.5,    8.5,    7.5,    0.8,   16.1,   10.3,   13.1,    6.8,    1.7,    2.9,   77.5,   80.5,   22.5,   19.5,    179,     20,     20,     17,     17,     14,      6,     39,     46,     48,     13,     10,     13,    132,    131,    17.2,    32.8,    27.4,    41.4,    16.2,    30.7,    23.7,    34.8,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101019 ,2010-10-19,099741 ,CME ,00 ,099 ,  288068,   57402,  111172,   24306,   23809,   23188,    2284,   48954,   25145,   33674,   20979,    6055,    7729,  219139,  233553,   68929,   54514,   26265,    2256,   24808,    2123,     446,   -1060,     -79,    5736,   -2447,    2157,    2784,     -16,     312,   15735,   25798,   10530,     467,  100.0,   19.9,   38.6,    8.4,    8.3,    8.0,    0.8,   17.0,    8.7,   11.7,    7.3,    2.1,    2.7,   76.1,   81.1,   23.9,   18.9,    181,     21,     19,     17,     17,     14,      7,     38,     45,     44,     16,     11,     16,    133,    132,    16.8,    35.6,    26.3,    43.4,    15.5,    34.1,    23.0,    38.5,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101012 ,2010-10-12,099741 ,CME ,00 ,099 ,  261803,   55147,   86364,   22184,   23364,   24249,    2363,   43218,   27591,   31517,   18195,    6071,    7417,  203404,  207755,   58399,   54048,  -33523,     -79,    5399,   -8770,   -1190,   -3549,   -1021,     128,     782,  -16539,    1357,     418,   -1873,  -27987,  -25153,   -5536,   -8370,  100.0,   21.1,   33.0,    8.5,    8.9,    9.3,    0.9,   16.5,   10.5,   12.0,    7.0,    2.3,    2.8,   77.7,   79.4,   22.3,   20.6,    176,     19,     17,     16,     16,     14,      7,     42,     44,     40,     12,     12,     13,    125,    127,    17.6,    31.0,    27.5,    39.5,    16.3,    29.4,    24.2,    34.2,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,101005 ,2010-10-05,099741 ,CME ,00 ,099 ,  295326,   55225,   80965,   30954,   24553,   27797,    3384,   43090,   26809,   48056,   16839,    5653,    9290,  231391,  232908,   63935,   62418,   26494,    8345,   10116,    5614,     843,   -1188,      64,   -4461,   -8416,   11607,    -580,    1902,    2324,   23756,   22023,    2737,    4471,  100.0,   18.7,   27.4,   10.5,    8.3,    9.4,    1.1,   14.6,    9.1,   16.3,    5.7,    1.9,    3.1,   78.4,   78.9,   21.6,   21.1,    183,     20,     18,     16,     16,     16,     10,     40,     50,     45,     10,     13,     12,    128,    138,    16.5,    27.4,    26.4,    36.0,    14.8,    24.5,    21.8,    28.8,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100928 ,2010-09-28,099741 ,CME ,00 ,099 ,  268832,   46880,   70850,   25340,   23711,   28985,    3320,   47551,   35224,   36449,   17419,    3751,    6966,  207635,  210885,   61197,   57947,   46421,    1052,   34232,    7705,     279,    -859,     -74,   15829,   -9553,   10865,     904,   -1213,    3046,   39605,   44148,    6815,    2272,  100.0,   17.4,   26.4,    9.4,    8.8,   10.8,    1.2,   17.7,   13.1,   13.6,    6.5,    1.4,    2.6,   77.2,   78.4,   22.8,   21.6,    179,     18,     23,     15,     16,     16,      9,     45,     38,     41,     10,     13,     12,    122,    134,    15.6,    24.3,    24.9,    32.7,    15.0,    23.5,    22.2,    28.3,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100921 ,2010-09-21,099741 ,CME ,00 ,099 ,  222412,   45828,   36618,   17635,   23432,   29844,    3395,   31722,   44777,   25584,   16514,    4964,    3920,  168029,  166737,   54382,   55675,    7262,   -3769,   13326,    2193,    -647,    -760,      75,   -2622,  -14970,    6396,    3034,    -916,     352,    5012,    5694,    2250,    1568,  100.0,   20.6,   16.5,    7.9,   10.5,   13.4,    1.5,   14.3,   20.1,   11.5,    7.4,    2.2,    1.8,   75.5,   75.0,   24.5,   25.0,    164,     17,     17,     15,     16,     17,     10,     35,     41,     37,      8,     13,     11,    114,    123,    20.5,    21.4,    29.8,    28.6,    19.9,    20.4,    27.6,    25.8,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100914 ,2010-09-14,099741 ,CME ,00 ,099 ,  215149,   49597,   23292,   15443,   24079,   30604,    3320,   34343,   59747,   19188,   13480,    5880,    3568,  163017,  161042,   52132,   54107,  -80990,  -71259,  -54354,   -5823,     344,    2479,      18,    4401,  -10256,     603,   -2449,   -2932,    -344,  -74509,  -70608,   -6482,  -10382,  100.0,   23.1,   10.8,    7.2,   11.2,   14.2,    1.5,   16.0,   27.8,    8.9,    6.3,    2.7,    1.7,   75.8,   74.9,   24.2,   25.1,    168,     18,     15,     15,     16,     18,     11,     35,     45,     34,      6,     15,     10,    113,    125,    21.2,    20.6,    31.1,    28.0,    20.6,    20.1,    29.0,    26.5,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100907 ,2010-09-07,099741 ,CME ,00 ,099 ,  296139,  120856,   77645,   21265,   23734,   28125,    3302,   29942,   70003,   18585,   15929,    8812,    3912,  237526,  231650,   58613,   64489,  -10356,    7037,    5193,   -7911,     754,    -679,     307,    -414,    7112,  -18612,    1033,   -4330,    1279,  -16528,  -17641,    6171,    7285,  100.0,   40.8,   26.2,    7.2,    8.0,    9.5,    1.1,   10.1,   23.6,    6.3,    5.4,    3.0,    1.3,   80.2,   78.2,   19.8,   21.8,    174,     25,     14,     19,     16,     17,     11,     30,     51,     45,     10,     11,     10,    122,    137,    29.1,    32.1,    38.2,    39.0,    28.3,    31.1,    35.2,    37.8,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100831 ,2010-08-31,099741 ,CME ,00 ,099 ,  306496,  113819,   72452,   29177,   22981,   28804,    2994,   30356,   62891,   37197,   14896,   13142,    2633,  254054,  249291,   52442,   57204,   -4341,   -3431,   -6611,     820,     423,     463,    -181,    3628,    -568,    1242,   -3542,    1484,     171,    -869,   -3179,   -3473,   -1163,  100.0,   37.1,   23.6,    9.5,    7.5,    9.4,    1.0,    9.9,   20.5,   12.1,    4.9,    4.3,    0.9,   82.9,   81.3,   17.1,   18.7,    184,     24,     14,     18,     14,     21,     10,     36,     49,     49,      7,     19,     12,    128,    145,    28.6,    29.1,    37.8,    36.9,    27.1,    28.5,    33.7,    34.3,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100824 ,2010-08-24,099741 ,CME ,00 ,099 ,  310837,  117250,   79063,   28357,   22558,   28341,    3175,   26728,   63460,   35955,   18437,   11658,    2462,  254922,  252470,   55915,   58367,    4082,    3512,   -9256,    2539,    -240,    3309,     214,   -5442,    1398,    4584,     -59,    -718,     420,    5529,    2491,   -1446,    1592,  100.0,   37.7,   25.4,    9.1,    7.3,    9.1,    1.0,    8.6,   20.4,   11.6,    5.9,    3.8,    0.8,   82.0,   81.2,   18.0,   18.8,    180,     22,     15,     18,     14,     21,      9,     34,     50,     47,      8,     16,     11,    126,    139,    29.5,    31.3,    38.5,    38.5,    28.3,    30.6,    34.3,    35.5,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100817 ,2010-08-17,099741 ,CME ,00 ,099 ,  306755,  113738,   88319,   25818,   22798,   25032,    2961,   32170,   62062,   31371,   18496,   12375,    2041,  249394,  249979,   57361,   56775,   16467,    -585,   -2160,    3464,      29,    2587,    -175,    6866,   14883,   -3439,    1795,   -3186,    1102,    9057,   13076,    7410,    3391,  100.0,   37.1,   28.8,    8.4,    7.4,    8.2,    1.0,   10.5,   20.2,   10.2,    6.0,    4.0,    0.7,   81.3,   81.5,   18.7,   18.5,    175,     23,     16,     18,     14,     19,      8,     32,     45,     42,     10,     16,     13,    121,    135,    29.0,    35.1,    37.3,    42.7,    27.7,    35.0,    33.9,    40.9,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100810 ,2010-08-10,099741 ,CME ,00 ,099 ,  290287,  114323,   90479,   22354,   22769,   22445,    3136,   25305,   47179,   34810,   16701,   15561,     940,  240336,  236903,   49951,   53384,  -28265,   -7970,   17009,   -8597,    2489,   -1507,    -268,    5899,  -10003,  -15422,     830,    1805,   -1507,  -24546,  -18491,   -3719,   -9775,  100.0,   39.4,   31.2,    7.7,    7.8,    7.7,    1.1,    8.7,   16.3,   12.0,    5.8,    5.4,    0.3,   82.8,   81.6,   17.2,   18.4,    174,     25,     13,     17,     15,     18,      8,     36,     43,     44,      8,     16,     11,    121,    133,    28.5,    36.7,    36.7,    43.1,    27.2,    36.6,    34.1,    41.6,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100803 ,2010-08-03,099741 ,CME ,00 ,099 ,  318552,  122292,   73471,   30951,   20280,   23952,    3404,   19405,   57182,   50232,   15871,   13756,    2447,  264883,  255394,   53670,   63159,   19551,    6184,   10789,     321,     832,    1501,     110,   -6402,  -10726,   12778,    1076,    2024,     530,   15429,   17327,    4122,    2224,  100.0,   38.4,   23.1,    9.7,    6.4,    7.5,    1.1,    6.1,   18.0,   15.8,    5.0,    4.3,    0.8,   83.2,   80.2,   16.8,   19.8,    176,     24,     12,     17,     14,     20,      8,     28,     52,     51,      7,     18,     12,    123,    141,    28.4,    29.9,    38.0,    37.7,    27.2,    29.1,    33.7,    33.9,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100727 ,2010-07-27,099741 ,CME ,00 ,099 ,  299001,  116109,   62681,   30630,   19448,   22450,    3294,   25807,   67908,   37454,   14795,   11732,    1917,  249454,  238067,   49548,   60935,    7015,     428,    3721,    2607,   -1129,   -1520,    -116,    1364,   -2471,    2910,    -464,     633,     539,    6138,    6302,     877,     713,  100.0,   38.8,   21.0,   10.2,    6.5,    7.5,    1.1,    8.6,   22.7,   12.5,    4.9,    3.9,    0.6,   83.4,   79.6,   16.6,   20.4,    170,     22,     13,     18,     13,     17,      7,     33,     49,     48,      9,     14,     11,    119,    135,    30.7,    28.1,    39.7,    35.7,    30.0,    27.6,    36.3,    33.1,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE" ,100720 ,2010-07-20,099741 ,CME ,00 ,099 ,  291987,  115680,   58960,   28023,   20577,   23971,    3410,   24443,   70379,   34544,   15259,   11100,    1378,  243315,  231765,   48671,   60222,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,  100.0,   39.6,   20.2,    9.6,    7.0,    8.2,    1.2,    8.4,   24.1,   11.8,    5.2,    3.8,    0.5,   83.3,   79.4,   16.7,   20.6,    174,     25,     12,     19,     14,     19,      7,     32,     48,     46,      7,     17,     10,    117,    139,    32.0,    28.3,    40.4,    35.7,    31.3,    28.1,    37.9,    33.7,"(CONTRACTS OF EUR 125,000)" ,"099741" ,"CME" ,"099" ,"F10" ,"Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE" ,101228 ,2010-12-28,232741 ,CME ,00 ,232 ,  131725,    4828,   90838,    3337,   10172,    3509,     207,   72781,    9705,    4012,     852,    4785,     486,   96674,  116880,   35050,   14845,    9924,    -118,    4649,     221,    -487,     -36,       0,    5766,    2353,    1277,      40,      66,      50,    6750,    8580,    3174,    1343,  100.0,    3.7,   69.0,    2.5,    7.7,    2.7,    0.2,   55.3,    7.4,    3.0,    0.6,    3.6,    0.4,   73.4,   88.7,   26.6,   11.3,     75,      5,     10,      6,      4,      5,      .,     35,      9,     13,      .,      4,      .,     56,     42,    31.8,    46.3,    44.4,    68.5,    31.8,    46.3,    44.4,    68.1,"(CONTRACTS OF AUD 100,000)" ,"232741" ,"CME" ,"232" ,"F10" ,"Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE" ,101221 ,2010-12-21,232741 ,CME ,00 ,232 ,  121801,    4945,   86188,    3116,   10659,    3546,     207,   67015,    7352,    2735,     812,    4719,     436,   89925,  108299,   31876,   13502,    1766,     367,   -1079,     320,   -7460,       5,      53,    7656,   -1774,    -230,      -0,    3633,       4,     709,     931,    1057,     834,  100.0,    4.1,   70.8,    2.6,    8.8,    2.9,    0.2,   55.0,    6.0,    2.2,    0.7,    3.9,    0.4,   73.8,   88.9,   26.2,   11.1,     70,      6,      9,      6,      4,      5,      .,     30,     10,     11,      .,      5,      .,     53,     38,    31.9,    47.1,    45.9,    70.7,    31.9,    47.1,    45.9,    70.1,"(CONTRACTS OF AUD 100,000)" ,"232741" ,"CME" ,"232" ,"F10" ,"Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE" ,101214 ,2010-12-14,232741 ,CME ,00 ,232 ,  120035,    4579,   87268,    2796,   18119,    3541,     154,   59359,    9126,    2965,     812,    1087,     431,   89216,  107368,   30819,   12667,  -12666,   -6619,    1000,  -13888,    -159,     384,       0,   10626,    4438,   -1288,       0,    -945,     145,  -11183,  -10155,   -1483,   -2511,  100.0,    3.8,   72.7,    2.3,   15.1,    2.9,    0.1,   49.5,    7.6,    2.5,    0.7,    0.9,    0.4,   74.3,   89.4,   25.7,   10.6,     67,      5,      8,      6,      5,      5,      .,     27,     12,      9,      .,      .,      .,     50,     36,    34.5,    50.2,    47.3,    76.0,    34.5,    50.1,    47.2,    75.4,"(CONTRACTS OF AUD 100,000)" ,"232741" ,"CME" ,"232" ,"F10" ,"Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE" ,101207 ,2010-12-07,232741 ,CME ,00 ,232 ,  132701,   11197,   86268,   16684,   18278,    3156,     154,   48733,    4689,    4254,     812,    2032,     287,  100398,  117523,   32303,   15178,    3032,   -9788,    8073,    7590,    -581,     178,       0,    9733,   -7296,    -797,   -1056,     -95,    -303,    4797,    7350,   -1766,   -4318,  100.0,    8.4,   65.0,   12.6,   13.8,    2.4,    0.1,   36.7,    3.5,    3.2,    0.6,    1.5,    0.2,   75.7,   88.6,   24.3,   11.4,     67,      9,     13,     10,      4,      4,      .,     25,      7,     10,      .,      4,      .,     49,     41,    30.8,    49.3,    43.7,    66.3,    29.1,    45.7,    39.2,    60.5,"(CONTRACTS OF AUD 100,000)" ,"232741" ,"CME" ,"232" ,"F10" ,"Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE" ,101130 ,2010-11-30,232741 ,CME ,00 ,232 ,  129669,   20986,   78195,    9094,   18859,    2979,     154,   39000,   11984,    5051,    1868,    2126,     590,   95601,  110173,   34068,   19496,     552,    2266,   -3121,    1445,    -838,    -286,    -100,   -5032,     153,    1553,    1119,      32,    -129,     283,    -453,     269,    1005,  100.0,   16.2,   60.3,    7.0,   14.5,    2.3,    0.1,   30.1,    9.2,    3.9,    1.4,    1.6,    0.5,   73.7,   85.0,   26.3,   15.0,     70,      9,     12,      9,      4,      4,      .,     26,      7,     11,      .,      6,      5,     54,     42,    31.7,    45.0,    43.1,    63.4,    31.0,    42.6,    41.4,    61.1,"(CONTRACTS OF AUD 100,000)" ,"232741" ,"CME" ,"232" ,"F10" ,"Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE" ,101123 ,2010-11-23,232741 ,CME ,00 ,232 ,  129117,   18720,   81316,    7649,   19697,    3264,     254,   44033,   11831,    3498,     748,    2094,     719,   95318,  110626,   33799,   18491,   -3006,    2929,   -3693,     302,    -181,    -193,       0,   -4288,    2399,    -299,    -840,     -47,     -75,   -2452,   -1606,    -554,   -1400,  100.0,   14.5,   63.0,    5.9,   15.3,    2.5,    0.2,   34.1,    9.2,    2.7,    0.6,    1.6,    0.6,   73.8,   85.7,   26.2,   14.3,     71,      8,     12,      9,      4,      4,      .,     25,     11,      9,      .,      5,      5,     51,     44,    30.5,    47.3,    42.5,    64.8,    30.5,    45.2,    41.4,    62.7,"(CONTRACTS OF AUD 100,000)" ,"232741" ,"CME" ,"232" ,"F10" ,"Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE" ,101116 ,2010-11-16,232741 ,CME ,00 ,232 ,  132124,   15791,   85009,    7347,   19878,    3457,     254,   48321,    9432,    3796,    1589,    2142,     794,   97770,  112233,   34353,   19891,   -8397,    5636,  -10766,     753,   -1435,     350,      70,  -10934,    1410,     600,     980,   -1727,     -94,   -4425,   -9405,   -3972,    1009,  100.0,   12.0,   64.3,    5.6,   15.0,    2.6,    0.2,   36.6,    7.1,    2.9,    1.2,    1.6,    0.6,   74.0,   84.9,   26.0,   15.1,     71,     10,     11,      9,      4,      4,      .,     23,     11,      9,      .,      5,      5,     51,     44,    28.9,    48.0,    40.9,    64.0,    28.9,    46.5,    40.4,    62.5,"(CONTRACTS OF AUD 100,000)" ,"232741" ,"CME" ,"232" ,"F10" ,"Combined"
